day_order,day,tray_no,tray,row,column,cell_number,green_pixels,cell_pixels,green_cover_pct,emerged_proxy,microbe_status,stress_type,assigned_environment,treatment_group,design_group,actual_environment,watering_regime
1,Day 1,1,Tray 1,1,1,1,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,2,8,18,1,8464,0.011814744801512287,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,2,9,19,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,2,10,20,4,8464,0.04725897920604915,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,3,1,21,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,3,2,22,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,3,3,23,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,3,4,24,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,3,5,25,2,8464,0.023629489603024575,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,3,6,26,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,3,7,27,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,3,8,28,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,3,9,29,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,3,10,30,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,4,1,31,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,4,2,32,2,8464,0.023629489603024575,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,4,3,33,3,8464,0.03544423440453686,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,4,4,34,3,8464,0.03544423440453686,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,4,5,35,1,8464,0.011814744801512287,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,4,6,36,2,8464,0.023629489603024575,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,4,7,37,4,8464,0.04725897920604915,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,4,8,38,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,4,9,39,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,4,10,40,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,5,1,41,1,8464,0.011814744801512287,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,5,2,42,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,5,3,43,1,8464,0.011814744801512287,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,5,4,44,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,5,5,45,3,8464,0.03544423440453686,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,5,6,46,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,5,7,47,1,8464,0.011814744801512287,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,5,8,48,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,5,9,49,2,8464,0.023629489603024575,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,5,10,50,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,6,1,51,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,6,2,52,2,8464,0.023629489603024575,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,6,3,53,1,8464,0.011814744801512287,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,6,4,54,2,8464,0.023629489603024575,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,6,5,55,1,8464,0.011814744801512287,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,6,6,56,9,8464,0.10633270321361059,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,6,7,57,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,6,8,58,1,8464,0.011814744801512287,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,6,9,59,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,6,10,60,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,7,1,61,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,7,2,62,2,8464,0.023629489603024575,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,7,3,63,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,7,4,64,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,7,5,65,1,8464,0.011814744801512287,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,7,6,66,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,7,7,67,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,7,8,68,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,7,9,69,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,1,Tray 1,7,10,70,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,2,Tray 2,1,1,1,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,1,2,2,4,8464,0.04725897920604915,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,1,3,3,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,1,4,4,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,1,5,5,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,1,6,6,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,1,7,7,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,1,8,8,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,1,9,9,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,1,10,10,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,2,1,11,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,2,2,12,1,8464,0.011814744801512287,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,2,3,13,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,2,4,14,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,2,5,15,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,2,6,16,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,2,7,17,4,8464,0.04725897920604915,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,2,8,18,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,2,9,19,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,2,10,20,3,8464,0.03544423440453686,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,3,1,21,1,8464,0.011814744801512287,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,3,2,22,1,8464,0.011814744801512287,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,3,3,23,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,3,4,24,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,3,5,25,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,3,6,26,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,3,7,27,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,3,8,28,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,3,9,29,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,3,10,30,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,4,1,31,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,4,2,32,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,4,3,33,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,4,4,34,2,8464,0.023629489603024575,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,4,5,35,4,8464,0.04725897920604915,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,4,6,36,1,8464,0.011814744801512287,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,4,7,37,1,8464,0.011814744801512287,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,4,8,38,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,4,9,39,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,4,10,40,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,5,1,41,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,5,2,42,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,5,3,43,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,5,4,44,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,5,5,45,1,8464,0.011814744801512287,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,5,6,46,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,5,7,47,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,5,8,48,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,5,9,49,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,5,10,50,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,6,1,51,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,6,2,52,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,6,3,53,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,6,4,54,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,6,5,55,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,6,6,56,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,6,7,57,1,8464,0.011814744801512287,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,6,8,58,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,6,9,59,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,6,10,60,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,7,1,61,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,7,2,62,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,7,3,63,3,8464,0.03544423440453686,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,7,4,64,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,7,5,65,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,7,6,66,3,8464,0.03544423440453686,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,7,7,67,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,7,8,68,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,7,9,69,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,2,Tray 2,7,10,70,0,8464,0.0,0,No Microbe,Ideal,Outside,No Microbe | Ideal,No Microbe | Ideal | Outside,Outside,Always watered
1,Day 1,3,Tray 3,1,1,1,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,1,2,2,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,1,3,3,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,1,4,4,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,1,5,5,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,1,6,6,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,1,7,7,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,1,8,8,2,8464,0.023629489603024575,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,1,9,9,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,1,10,10,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,2,1,11,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,2,2,12,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,2,3,13,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,2,4,14,6,8464,0.07088846880907372,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,2,5,15,1,8464,0.011814744801512287,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,2,6,16,1,8464,0.011814744801512287,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,2,7,17,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,2,8,18,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,2,9,19,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,2,10,20,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,3,1,21,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,3,2,22,2,8464,0.023629489603024575,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,3,3,23,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
