section,relative_path,file_name,suffix,size_kb
04_Visible_Emergence,04_Visible_Emergence\overlays\Day_01_Tray_08_emergence_overlay.png,Day_01_Tray_08_emergence_overlay.png,.png,5576.88
04_Visible_Emergence,04_Visible_Emergence\overlays\Day_01_Tray_09_emergence_overlay.png,Day_01_Tray_09_emergence_overlay.png,.png,5729.65
04_Visible_Emergence,04_Visible_Emergence\overlays\Day_01_Tray_10_emergence_overlay.png,Day_01_Tray_10_emergence_overlay.png,.png,5467.32
04_Visible_Emergence,04_Visible_Emergence\overlays\Day_01_Tray_11_emergence_overlay.png,Day_01_Tray_11_emergence_overlay.png,.png,5457.95
04_Visible_Emergence,04_Visible_Emergence\overlays\Day_01_Tray_12_emergence_overlay.png,Day_01_Tray_12_emergence_overlay.png,.png,5224.33
05_Treatment_Growth_Visuals,05_Treatment_Growth_Visuals\_reports\rgb_group_summary.csv,rgb_group_summary.csv,.csv,2.03
05_Treatment_Growth_Visuals,05_Treatment_Growth_Visuals\charts\emerged_cells_by_actual_environment.png,emerged_cells_by_actual_environment.png,.png,64.14
05_Treatment_Growth_Visuals,05_Treatment_Growth_Visuals\charts\emerged_cells_by_microbe_and_stress.png,emerged_cells_by_microbe_and_stress.png,.png,89.48
05_Treatment_Growth_Visuals,05_Treatment_Growth_Visuals\charts\green_cover_by_actual_environment.png,green_cover_by_actual_environment.png,.png,61.24
05_Treatment_Growth_Visuals,05_Treatment_Growth_Visuals\charts\green_cover_by_microbe_and_stress.png,green_cover_by_microbe_and_stress.png,.png,102.92
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_01_NIR_grid.png,Day_01_Tray_01_NIR_grid.png,.png,2057.76
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_02_NIR_grid.png,Day_01_Tray_02_NIR_grid.png,.png,2002.51
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_03_NIR_grid.png,Day_01_Tray_03_NIR_grid.png,.png,2007.19
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_04_NIR_grid.png,Day_01_Tray_04_NIR_grid.png,.png,1945.42
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_05_NIR_grid.png,Day_01_Tray_05_NIR_grid.png,.png,1963.84
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_06_NIR_grid.png,Day_01_Tray_06_NIR_grid.png,.png,2029.08
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_07_NIR_grid.png,Day_01_Tray_07_NIR_grid.png,.png,2165.97
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_08_NIR_grid.png,Day_01_Tray_08_NIR_grid.png,.png,1957.38
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_09_NIR_grid.png,Day_01_Tray_09_NIR_grid.png,.png,2040.24
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_10_NIR_grid.png,Day_01_Tray_10_NIR_grid.png,.png,2062.13
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_11_NIR_grid.png,Day_01_Tray_11_NIR_grid.png,.png,2044.56
06_MS_Cell_Grid_Detection,06_MS_Cell_Grid_Detection\overlays\Day_01_Tray_12_NIR_grid.png,Day_01_Tray_12_NIR_grid.png,.png,1932.16
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\_reports\ms_cell_metrics.csv,ms_cell_metrics.csv,.csv,405.38
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\_reports\ms_tray_summary.csv,ms_tray_summary.csv,.csv,3.98
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\_reports\third_trial_multispectral_analysis.xlsx,third_trial_multispectral_analysis.xlsx,.xlsx,262.06
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_01_indices.png,Day_01_Tray_01_indices.png,.png,1695.71
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_02_indices.png,Day_01_Tray_02_indices.png,.png,1654.66
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_03_indices.png,Day_01_Tray_03_indices.png,.png,1645.91
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_04_indices.png,Day_01_Tray_04_indices.png,.png,1655.58
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_05_indices.png,Day_01_Tray_05_indices.png,.png,1719.02
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_06_indices.png,Day_01_Tray_06_indices.png,.png,1758.49
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_07_indices.png,Day_01_Tray_07_indices.png,.png,1835.34
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_08_indices.png,Day_01_Tray_08_indices.png,.png,1715.7
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_09_indices.png,Day_01_Tray_09_indices.png,.png,1796.13
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_10_indices.png,Day_01_Tray_10_indices.png,.png,1712.56
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_11_indices.png,Day_01_Tray_11_indices.png,.png,1705.66
07_MS_Vegetation_Indices,07_MS_Vegetation_Indices\heatmaps\Day_01_Tray_12_indices.png,Day_01_Tray_12_indices.png,.png,1628.17
08_MS_Treatment_Comparison,08_MS_Treatment_Comparison\_reports\ms_group_summary.csv,ms_group_summary.csv,.csv,3.22
08_MS_Treatment_Comparison,08_MS_Treatment_Comparison\charts\mean_gndvi_by_actual_environment.png,mean_gndvi_by_actual_environment.png,.png,64.76
08_MS_Treatment_Comparison,08_MS_Treatment_Comparison\charts\mean_gndvi_by_microbe_and_stress.png,mean_gndvi_by_microbe_and_stress.png,.png,91.32
08_MS_Treatment_Comparison,08_MS_Treatment_Comparison\charts\mean_ndre_by_actual_environment.png,mean_ndre_by_actual_environment.png,.png,61.81
08_MS_Treatment_Comparison,08_MS_Treatment_Comparison\charts\mean_ndre_by_microbe_and_stress.png,mean_ndre_by_microbe_and_stress.png,.png,91.14
08_MS_Treatment_Comparison,08_MS_Treatment_Comparison\charts\mean_ndvi_by_actual_environment.png,mean_ndvi_by_actual_environment.png,.png,55.92
08_MS_Treatment_Comparison,08_MS_Treatment_Comparison\charts\mean_ndvi_by_microbe_and_stress.png,mean_ndvi_by_microbe_and_stress.png,.png,97.81
09_Third_Trial_Synthesis,09_Third_Trial_Synthesis\_reports\microbe_minus_no_microbe_effects.csv,microbe_minus_no_microbe_effects.csv,.csv,1.88
09_Third_Trial_Synthesis,09_Third_Trial_Synthesis\_reports\rgb_ms_correlations.csv,rgb_ms_correlations.csv,.csv,1.05
09_Third_Trial_Synthesis,09_Third_Trial_Synthesis\_reports\third_trial_complete_results.xlsx,third_trial_complete_results.xlsx,.xlsx,21.94
09_Third_Trial_Synthesis,09_Third_Trial_Synthesis\_reports\third_trial_daily_synthesis.csv,third_trial_daily_synthesis.csv,.csv,3.47
09_Third_Trial_Synthesis,09_Third_Trial_Synthesis\_reports\third_trial_final_day_ranking.csv,third_trial_final_day_ranking.csv,.csv,4.89
09_Third_Trial_Synthesis,09_Third_Trial_Synthesis\_reports\third_trial_master_summary.csv,third_trial_master_summary.csv,.csv,4.89
09_Third_Trial_Synthesis,09_Third_Trial_Synthesis\_reports\third_trial_overall_group_summary.csv,third_trial_overall_group_summary.csv,.csv,3.39
09_Third_Trial_Synthesis,09_Third_Trial_Synthesis\manual_validation\manual_emergence_validation_template.csv,manual_emergence_validation_template.csv,.csv,59.31
10_Report_Figure_Package,10_Report_Figure_Package\figures\05_Treatment_Growth_Visuals_emerged_cells_by_actual_environment.png,05_Treatment_Growth_Visuals_emerged_cells_by_actual_environment.png,.png,64.14
10_Report_Figure_Package,10_Report_Figure_Package\figures\05_Treatment_Growth_Visuals_emerged_cells_by_microbe_and_stress.png,05_Treatment_Growth_Visuals_emerged_cells_by_microbe_and_stress.png,.png,89.48
10_Report_Figure_Package,10_Report_Figure_Package\figures\05_Treatment_Growth_Visuals_green_cover_by_actual_environment.png,05_Treatment_Growth_Visuals_green_cover_by_actual_environment.png,.png,61.24
10_Report_Figure_Package,10_Report_Figure_Package\figures\05_Treatment_Growth_Visuals_green_cover_by_microbe_and_stress.png,05_Treatment_Growth_Visuals_green_cover_by_microbe_and_stress.png,.png,102.92
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_01_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_01_indices.png,.png,1695.71
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_02_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_02_indices.png,.png,1654.66
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_03_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_03_indices.png,.png,1645.91
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_04_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_04_indices.png,.png,1655.58
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_05_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_05_indices.png,.png,1719.02
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_06_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_06_indices.png,.png,1758.49
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_07_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_07_indices.png,.png,1835.34
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_08_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_08_indices.png,.png,1715.7
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_09_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_09_indices.png,.png,1796.13
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_10_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_10_indices.png,.png,1712.56
