filename,treatment,day,row,col,cell_id,x1,y1,x2,y2,roi_x1,roi_y1,roi_x2,roi_y2,green_pixels,total_pixels,green_ratio,mean_green_strength,max_green_strength,largest_green_cluster,germinated_estimate
microbes_day_01_standardized.jpg,Microbes,1,4,9,R04_C09,960,360,1080,480,974,374,1066,466,86,8464,0.010160680529300567,69.52325439453125,91.0,44,True
microbes_day_01_standardized.jpg,Microbes,1,4,10,R04_C10,1080,360,1200,480,1094,374,1186,466,18,8464,0.0021266540642722116,76.55555725097656,98.0,12,True
microbes_day_01_standardized.jpg,Microbes,1,5,1,R05_C01,0,480,120,600,14,494,106,586,44,8464,0.005198487712665407,62.1136360168457,82.0,34,True
microbes_day_01_standardized.jpg,Microbes,1,5,2,R05_C02,120,480,240,600,134,494,226,586,46,8464,0.005434782608695652,56.0,73.0,29,True
microbes_day_01_standardized.jpg,Microbes,1,5,3,R05_C03,240,480,360,600,254,494,346,586,104,8464,0.012287334593572778,61.471153259277344,90.0,51,True
microbes_day_01_standardized.jpg,Microbes,1,5,4,R05_C04,360,480,480,600,374,494,466,586,2,8464,0.00023629489603024575,36.0,40.0,2,False
microbes_day_01_standardized.jpg,Microbes,1,5,5,R05_C05,480,480,600,600,494,494,586,586,59,8464,0.006970699432892249,86.67796325683594,112.0,31,True
microbes_day_01_standardized.jpg,Microbes,1,5,6,R05_C06,600,480,720,600,614,494,706,586,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,5,7,R05_C07,720,480,840,600,734,494,826,586,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,5,8,R05_C08,840,480,960,600,854,494,946,586,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,5,9,R05_C09,960,480,1080,600,974,494,1066,586,2,8464,0.00023629489603024575,96.0,98.0,2,False
microbes_day_01_standardized.jpg,Microbes,1,5,10,R05_C10,1080,480,1200,600,1094,494,1186,586,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,6,1,R06_C01,0,600,120,720,14,614,106,706,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,6,2,R06_C02,120,600,240,720,134,614,226,706,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,6,3,R06_C03,240,600,360,720,254,614,346,706,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,6,4,R06_C04,360,600,480,720,374,614,466,706,27,8464,0.0031899810964083177,63.296295166015625,75.0,18,True
microbes_day_01_standardized.jpg,Microbes,1,6,5,R06_C05,480,600,600,720,494,614,586,706,28,8464,0.0033081285444234404,83.5,122.0,20,True
microbes_day_01_standardized.jpg,Microbes,1,6,6,R06_C06,600,600,720,720,614,614,706,706,32,8464,0.003780718336483932,83.75,118.0,32,True
microbes_day_01_standardized.jpg,Microbes,1,6,7,R06_C07,720,600,840,720,734,614,826,706,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,6,8,R06_C08,840,600,960,720,854,614,946,706,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,6,9,R06_C09,960,600,1080,720,974,614,1066,706,67,8464,0.007915879017013232,83.10447692871094,111.0,48,True
microbes_day_01_standardized.jpg,Microbes,1,6,10,R06_C10,1080,600,1200,720,1094,614,1186,706,5,8464,0.0005907372400756144,84.0,88.0,5,False
microbes_day_01_standardized.jpg,Microbes,1,7,1,R07_C01,0,720,120,840,14,734,106,826,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,7,2,R07_C02,120,720,240,840,134,734,226,826,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,7,3,R07_C03,240,720,360,840,254,734,346,826,16,8464,0.001890359168241966,65.125,78.0,15,True
microbes_day_01_standardized.jpg,Microbes,1,7,4,R07_C04,360,720,480,840,374,734,466,826,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,7,5,R07_C05,480,720,600,840,494,734,586,826,56,8464,0.006616257088846881,75.23213958740234,95.0,34,True
microbes_day_01_standardized.jpg,Microbes,1,7,6,R07_C06,600,720,720,840,614,734,706,826,44,8464,0.005198487712665407,62.818180084228516,91.0,31,True
microbes_day_01_standardized.jpg,Microbes,1,7,7,R07_C07,720,720,840,840,734,734,826,826,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,7,8,R07_C08,840,720,960,840,854,734,946,826,8,8464,0.000945179584120983,73.375,78.0,8,False
microbes_day_01_standardized.jpg,Microbes,1,7,9,R07_C09,960,720,1080,840,974,734,1066,826,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,7,10,R07_C10,1080,720,1200,840,1094,734,1186,826,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,1,1,R01_C01,0,0,120,120,14,14,106,106,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,1,2,R01_C02,120,0,240,120,134,14,226,106,86,8464,0.010160680529300567,81.39534759521484,121.0,59,True
microbes_day_03_standardized.jpg,Microbes,3,1,3,R01_C03,240,0,360,120,254,14,346,106,192,8464,0.022684310018903593,60.88020706176758,102.0,171,True
microbes_day_03_standardized.jpg,Microbes,3,1,4,R01_C04,360,0,480,120,374,14,466,106,150,8464,0.01772211720226843,80.84666442871094,109.0,92,True
microbes_day_03_standardized.jpg,Microbes,3,1,5,R01_C05,480,0,600,120,494,14,586,106,112,8464,0.013232514177693762,64.30357360839844,110.0,61,True
microbes_day_03_standardized.jpg,Microbes,3,1,6,R01_C06,600,0,720,120,614,14,706,106,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,1,7,R01_C07,720,0,840,120,734,14,826,106,144,8464,0.017013232514177693,64.52777862548828,96.0,87,True
microbes_day_03_standardized.jpg,Microbes,3,1,8,R01_C08,840,0,960,120,854,14,946,106,134,8464,0.015831758034026464,74.17163848876953,102.0,106,True
microbes_day_03_standardized.jpg,Microbes,3,1,9,R01_C09,960,0,1080,120,974,14,1066,106,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,1,10,R01_C10,1080,0,1200,120,1094,14,1186,106,66,8464,0.0077977315689981095,59.34848403930664,80.0,29,True
microbes_day_03_standardized.jpg,Microbes,3,2,1,R02_C01,0,120,120,240,14,134,106,226,72,8464,0.008506616257088847,71.19444274902344,100.0,37,True
microbes_day_03_standardized.jpg,Microbes,3,2,2,R02_C02,120,120,240,240,134,134,226,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,2,3,R02_C03,240,120,360,240,254,134,346,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,2,4,R02_C04,360,120,480,240,374,134,466,226,23,8464,0.002717391304347826,79.21739196777344,94.0,16,True
microbes_day_03_standardized.jpg,Microbes,3,2,5,R02_C05,480,120,600,240,494,134,586,226,174,8464,0.02055765595463138,85.86206817626953,120.0,101,True
microbes_day_03_standardized.jpg,Microbes,3,2,6,R02_C06,600,120,720,240,614,134,706,226,16,8464,0.001890359168241966,88.5,104.0,7,True
microbes_day_03_standardized.jpg,Microbes,3,2,7,R02_C07,720,120,840,240,734,134,826,226,148,8464,0.017485822306238186,59.736488342285156,87.0,81,True
microbes_day_03_standardized.jpg,Microbes,3,2,8,R02_C08,840,120,960,240,854,134,946,226,48,8464,0.005671077504725898,72.39583587646484,88.0,34,True
microbes_day_03_standardized.jpg,Microbes,3,2,9,R02_C09,960,120,1080,240,974,134,1066,226,89,8464,0.010515122873345936,58.449440002441406,83.0,44,True
microbes_day_03_standardized.jpg,Microbes,3,2,10,R02_C10,1080,120,1200,240,1094,134,1186,226,23,8464,0.002717391304347826,54.739131927490234,62.0,20,True
microbes_day_03_standardized.jpg,Microbes,3,3,1,R03_C01,0,240,120,360,14,254,106,346,13,8464,0.0015359168241965973,88.46154022216797,102.0,8,False
microbes_day_03_standardized.jpg,Microbes,3,3,2,R03_C02,120,240,240,360,134,254,226,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,3,3,R03_C03,240,240,360,360,254,254,346,346,196,8464,0.023156899810964082,72.55101776123047,103.0,102,True
microbes_day_03_standardized.jpg,Microbes,3,3,4,R03_C04,360,240,480,360,374,254,466,346,125,8464,0.01476843100189036,77.54399871826172,104.0,75,True
microbes_day_03_standardized.jpg,Microbes,3,3,5,R03_C05,480,240,600,360,494,254,586,346,98,8464,0.011578449905482041,71.90816497802734,106.0,52,True
microbes_day_03_standardized.jpg,Microbes,3,3,6,R03_C06,600,240,720,360,614,254,706,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,3,7,R03_C07,720,240,840,360,734,254,826,346,113,8464,0.013350661625708886,73.73451232910156,117.0,73,True
microbes_day_03_standardized.jpg,Microbes,3,3,8,R03_C08,840,240,960,360,854,254,946,346,3,8464,0.00035444234404536864,62.33333206176758,79.0,2,False
microbes_day_03_standardized.jpg,Microbes,3,3,9,R03_C09,960,240,1080,360,974,254,1066,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,3,10,R03_C10,1080,240,1200,360,1094,254,1186,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,4,1,R04_C01,0,360,120,480,14,374,106,466,4,8464,0.0004725897920604915,98.5,103.0,1,False
microbes_day_03_standardized.jpg,Microbes,3,4,2,R04_C02,120,360,240,480,134,374,226,466,28,8464,0.0033081285444234404,78.21428680419922,124.0,17,True
microbes_day_03_standardized.jpg,Microbes,3,4,3,R04_C03,240,360,360,480,254,374,346,466,219,8464,0.02587429111531191,74.1369857788086,101.0,110,True
microbes_day_03_standardized.jpg,Microbes,3,4,4,R04_C04,360,360,480,480,374,374,466,466,236,8464,0.027882797731568997,77.94915008544922,154.0,125,True
microbes_day_03_standardized.jpg,Microbes,3,4,5,R04_C05,480,360,600,480,494,374,586,466,96,8464,0.011342155009451797,69.07291412353516,102.0,49,True
microbes_day_03_standardized.jpg,Microbes,3,4,6,R04_C06,600,360,720,480,614,374,706,466,112,8464,0.013232514177693762,75.27678680419922,101.0,112,True
microbes_day_03_standardized.jpg,Microbes,3,4,7,R04_C07,720,360,840,480,734,374,826,466,105,8464,0.012405482041587902,74.18095397949219,105.0,54,True
microbes_day_03_standardized.jpg,Microbes,3,4,8,R04_C08,840,360,960,480,854,374,946,466,53,8464,0.006261814744801512,63.09434127807617,92.0,47,True
microbes_day_03_standardized.jpg,Microbes,3,4,9,R04_C09,960,360,1080,480,974,374,1066,466,15,8464,0.001772211720226843,75.26667022705078,102.0,9,True
microbes_day_03_standardized.jpg,Microbes,3,4,10,R04_C10,1080,360,1200,480,1094,374,1186,466,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,5,1,R05_C01,0,480,120,600,14,494,106,586,111,8464,0.01311436672967864,69.92792510986328,93.0,58,True
microbes_day_03_standardized.jpg,Microbes,3,5,2,R05_C02,120,480,240,600,134,494,226,586,143,8464,0.016895085066162573,65.65035247802734,106.0,73,True
microbes_day_03_standardized.jpg,Microbes,3,5,3,R05_C03,240,480,360,600,254,494,346,586,187,8464,0.022093572778827977,85.5775375366211,115.0,100,True
microbes_day_03_standardized.jpg,Microbes,3,5,4,R05_C04,360,480,480,600,374,494,466,586,126,8464,0.014886578449905482,69.93650817871094,117.0,65,True
microbes_day_03_standardized.jpg,Microbes,3,5,5,R05_C05,480,480,600,600,494,494,586,586,241,8464,0.028473534971644614,78.35269927978516,117.0,125,True
microbes_day_03_standardized.jpg,Microbes,3,5,6,R05_C06,600,480,720,600,614,494,706,586,125,8464,0.01476843100189036,81.71199798583984,116.0,69,True
microbes_day_03_standardized.jpg,Microbes,3,5,7,R05_C07,720,480,840,600,734,494,826,586,100,8464,0.011814744801512287,74.52999877929688,121.0,67,True
microbes_day_03_standardized.jpg,Microbes,3,5,8,R05_C08,840,480,960,600,854,494,946,586,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,5,9,R05_C09,960,480,1080,600,974,494,1066,586,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,5,10,R05_C10,1080,480,1200,600,1094,494,1186,586,1,8464,0.00011814744801512288,44.0,44.0,1,False
microbes_day_03_standardized.jpg,Microbes,3,6,1,R06_C01,0,600,120,720,14,614,106,706,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,6,2,R06_C02,120,600,240,720,134,614,226,706,36,8464,0.004253308128544423,72.83333587646484,96.0,18,True
microbes_day_03_standardized.jpg,Microbes,3,6,3,R06_C03,240,600,360,720,254,614,346,706,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,6,4,R06_C04,360,600,480,720,374,614,466,706,118,8464,0.013941398865784499,80.23728942871094,104.0,65,True
microbes_day_03_standardized.jpg,Microbes,3,6,5,R06_C05,480,600,600,720,494,614,586,706,225,8464,0.026583175803402647,92.28888702392578,120.0,114,True
microbes_day_03_standardized.jpg,Microbes,3,6,6,R06_C06,600,600,720,720,614,614,706,706,127,8464,0.015004725897920604,92.3622055053711,118.0,127,True
microbes_day_03_standardized.jpg,Microbes,3,6,7,R06_C07,720,600,840,720,734,614,826,706,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,6,8,R06_C08,840,600,960,720,854,614,946,706,16,8464,0.001890359168241966,57.25,80.0,16,True
microbes_day_03_standardized.jpg,Microbes,3,6,9,R06_C09,960,600,1080,720,974,614,1066,706,216,8464,0.02551984877126654,62.48147964477539,101.0,132,True
microbes_day_03_standardized.jpg,Microbes,3,6,10,R06_C10,1080,600,1200,720,1094,614,1186,706,23,8464,0.002717391304347826,76.21739196777344,102.0,15,True
microbes_day_03_standardized.jpg,Microbes,3,7,1,R07_C01,0,720,120,840,14,734,106,826,3,8464,0.00035444234404536864,84.33333587646484,92.0,3,False
microbes_day_03_standardized.jpg,Microbes,3,7,2,R07_C02,120,720,240,840,134,734,226,826,95,8464,0.011224007561436673,78.44210815429688,124.0,55,True
microbes_day_03_standardized.jpg,Microbes,3,7,3,R07_C03,240,720,360,840,254,734,346,826,141,8464,0.016658790170132325,61.539005279541016,96.0,82,True
microbes_day_03_standardized.jpg,Microbes,3,7,4,R07_C04,360,720,480,840,374,734,466,826,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,7,5,R07_C05,480,720,600,840,494,734,586,826,192,8464,0.022684310018903593,79.41146087646484,130.0,137,True
microbes_day_03_standardized.jpg,Microbes,3,7,6,R07_C06,600,720,720,840,614,734,706,826,94,8464,0.01110586011342155,81.18085479736328,100.0,49,True
microbes_day_03_standardized.jpg,Microbes,3,7,7,R07_C07,720,720,840,840,734,734,826,826,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,7,8,R07_C08,840,720,960,840,854,734,946,826,0,8464,0.0,0.0,0.0,0,False
microbes_day_03_standardized.jpg,Microbes,3,7,9,R07_C09,960,720,1080,840,974,734,1066,826,3,8464,0.00035444234404536864,72.66666412353516,85.0,3,False
microbes_day_03_standardized.jpg,Microbes,3,7,10,R07_C10,1080,720,1200,840,1094,734,1186,826,1,8464,0.00011814744801512288,54.0,54.0,1,False
microbes_day_04_standardized.jpg,Microbes,4,1,1,R01_C01,0,0,120,120,14,14,106,106,0,8464,0.0,0.0,0.0,0,False
microbes_day_04_standardized.jpg,Microbes,4,1,2,R01_C02,120,0,240,120,134,14,226,106,63,8464,0.007443289224952741,71.71428680419922,83.0,53,True
microbes_day_04_standardized.jpg,Microbes,4,1,3,R01_C03,240,0,360,120,254,14,346,106,159,8464,0.018785444234404536,78.28302001953125,98.0,116,True
microbes_day_04_standardized.jpg,Microbes,4,1,4,R01_C04,360,0,480,120,374,14,466,106,154,8464,0.018194706994328923,82.81169128417969,108.0,86,True
microbes_day_04_standardized.jpg,Microbes,4,1,5,R01_C05,480,0,600,120,494,14,586,106,143,8464,0.016895085066162573,76.4825210571289,101.0,86,True
microbes_day_04_standardized.jpg,Microbes,4,1,6,R01_C06,600,0,720,120,614,14,706,106,0,8464,0.0,0.0,0.0,0,False
microbes_day_04_standardized.jpg,Microbes,4,1,7,R01_C07,720,0,840,120,734,14,826,106,162,8464,0.019139886578449904,81.33950805664062,104.0,92,True
microbes_day_04_standardized.jpg,Microbes,4,1,8,R01_C08,840,0,960,120,854,14,946,106,234,8464,0.027646502835538753,79.75640869140625,106.0,126,True
microbes_day_04_standardized.jpg,Microbes,4,1,9,R01_C09,960,0,1080,120,974,14,1066,106,0,8464,0.0,0.0,0.0,0,False
microbes_day_04_standardized.jpg,Microbes,4,1,10,R01_C10,1080,0,1200,120,1094,14,1186,106,87,8464,0.01027882797731569,82.06896209716797,98.0,55,True
microbes_day_04_standardized.jpg,Microbes,4,2,1,R02_C01,0,120,120,240,14,134,106,226,87,8464,0.01027882797731569,69.88505554199219,89.0,55,True
microbes_day_04_standardized.jpg,Microbes,4,2,2,R02_C02,120,120,240,240,134,134,226,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_04_standardized.jpg,Microbes,4,2,3,R02_C03,240,120,360,240,254,134,346,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_04_standardized.jpg,Microbes,4,2,4,R02_C04,360,120,480,240,374,134,466,226,80,8464,0.00945179584120983,77.1500015258789,104.0,46,True
microbes_day_04_standardized.jpg,Microbes,4,2,5,R02_C05,480,120,600,240,494,134,586,226,198,8464,0.02339319470699433,82.97979736328125,115.0,97,True
microbes_day_04_standardized.jpg,Microbes,4,2,6,R02_C06,600,120,720,240,614,134,706,226,67,8464,0.007915879017013232,77.07462310791016,100.0,47,True
microbes_day_04_standardized.jpg,Microbes,4,2,7,R02_C07,720,120,840,240,734,134,826,226,169,8464,0.019966918714555765,83.49703979492188,106.0,90,True
microbes_day_04_standardized.jpg,Microbes,4,2,8,R02_C08,840,120,960,240,854,134,946,226,101,8464,0.01193289224952741,73.47525024414062,92.0,63,True
microbes_day_04_standardized.jpg,Microbes,4,2,9,R02_C09,960,120,1080,240,974,134,1066,226,145,8464,0.017131379962192817,85.3862075805664,109.0,93,True
microbes_day_04_standardized.jpg,Microbes,4,2,10,R02_C10,1080,120,1200,240,1094,134,1186,226,110,8464,0.012996219281663515,77.85454559326172,94.0,80,True
microbes_day_04_standardized.jpg,Microbes,4,3,1,R03_C01,0,240,120,360,14,254,106,346,100,8464,0.011814744801512287,66.55999755859375,81.0,76,True
microbes_day_04_standardized.jpg,Microbes,4,3,2,R03_C02,120,240,240,360,134,254,226,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_04_standardized.jpg,Microbes,4,3,3,R03_C03,240,240,360,360,254,254,346,346,194,8464,0.022920604914933838,75.94329833984375,92.0,102,True
microbes_day_04_standardized.jpg,Microbes,4,3,4,R03_C04,360,240,480,360,374,254,466,346,121,8464,0.014295841209829867,71.83470916748047,92.0,83,True
microbes_day_04_standardized.jpg,Microbes,4,3,5,R03_C05,480,240,600,360,494,254,586,346,152,8464,0.017958412098298678,72.8618392944336,97.0,91,True
microbes_day_04_standardized.jpg,Microbes,4,3,6,R03_C06,600,240,720,360,614,254,706,346,9,8464,0.0010633270321361058,74.77777862548828,81.0,9,False
microbes_day_04_standardized.jpg,Microbes,4,3,7,R03_C07,720,240,840,360,734,254,826,346,143,8464,0.016895085066162573,76.09091186523438,105.0,100,True
microbes_day_04_standardized.jpg,Microbes,4,3,8,R03_C08,840,240,960,360,854,254,946,346,11,8464,0.0012996219281663517,87.0,106.0,7,False
microbes_day_04_standardized.jpg,Microbes,4,3,9,R03_C09,960,240,1080,360,974,254,1066,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_04_standardized.jpg,Microbes,4,3,10,R03_C10,1080,240,1200,360,1094,254,1186,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_04_standardized.jpg,Microbes,4,4,1,R04_C01,0,360,120,480,14,374,106,466,30,8464,0.003544423440453686,58.46666717529297,80.0,13,True
microbes_day_04_standardized.jpg,Microbes,4,4,2,R04_C02,120,360,240,480,134,374,226,466,73,8464,0.00862476370510397,67.78082275390625,94.0,44,True
microbes_day_04_standardized.jpg,Microbes,4,4,3,R04_C03,240,360,360,480,254,374,346,466,245,8464,0.028946124763705103,71.54693603515625,104.0,127,True
microbes_day_04_standardized.jpg,Microbes,4,4,4,R04_C04,360,360,480,480,374,374,466,466,267,8464,0.03154536862003781,74.3857650756836,107.0,134,True
microbes_day_04_standardized.jpg,Microbes,4,4,5,R04_C05,480,360,600,480,494,374,586,466,101,8464,0.01193289224952741,70.37623596191406,90.0,52,True
microbes_day_04_standardized.jpg,Microbes,4,4,6,R04_C06,600,360,720,480,614,374,706,466,135,8464,0.015949905482041588,86.37777709960938,113.0,73,True
microbes_day_04_standardized.jpg,Microbes,4,4,7,R04_C07,720,360,840,480,734,374,826,466,115,8464,0.01358695652173913,80.91304016113281,98.0,73,True
microbes_day_04_standardized.jpg,Microbes,4,4,8,R04_C08,840,360,960,480,854,374,946,466,87,8464,0.01027882797731569,77.97701263427734,104.0,70,True
microbes_day_04_standardized.jpg,Microbes,4,4,9,R04_C09,960,360,1080,480,974,374,1066,466,53,8464,0.006261814744801512,75.26415252685547,83.0,51,True
microbes_day_04_standardized.jpg,Microbes,4,4,10,R04_C10,1080,360,1200,480,1094,374,1186,466,0,8464,0.0,0.0,0.0,0,False
